job_id,job_title,required_skills,rule_ai_tag,rule_reason
AI08240,AI Consultant,"Data Visualization, Hadoop, Kubernetes, SQL",0,规则匹配: AI Consultant
AI08246,AI Product Manager,"Data Visualization, Computer Vision, Docker, NLP",0,规则匹配: AI Product Manager
AI08247,AI Software Engineer,"Spark, Hadoop, Data Visualization, Scala, AWS",1,规则匹配: AI Software Engineer
AI08248,Principal Data Scientist,"Spark, Data Visualization, Scala",1,Data Scientist default
AI08251,AI Product Manager,"NLP, Scala, MLOps",0,规则匹配: AI Product Manager
AI08253,AI Specialist,"Scala, Python, Tableau, GCP",1,规则匹配: AI Specialist
AI08255,AI Architect,"TensorFlow, NLP, AWS, MLOps",1,规则匹配: AI Architect
AI08256,AI Consultant,"Data Visualization, Deep Learning, Statistics, Kubernetes, Hadoop",0,规则匹配: AI Consultant
AI08257,AI Consultant,"Kubernetes, Docker, Statistics, PyTorch, NLP",0,规则匹配: AI Consultant
AI08269,AI Specialist,"Docker, TensorFlow, NLP",1,规则匹配: AI Specialist
AI08270,AI Product Manager,"Git, Linux, Python, Java",0,规则匹配: AI Product Manager
AI08276,AI Specialist,"Azure, Python, Mathematics, Spark, GCP",1,规则匹配: AI Specialist
AI08278,AI Architect,"AWS, Statistics, Docker, Deep Learning",1,规则匹配: AI Architect
AI08279,AI Specialist,"R, PyTorch, GCP, Scala, Java",1,规则匹配: AI Specialist
AI08281,AI Specialist,"Deep Learning, Spark, Kubernetes",1,规则匹配: AI Specialist
AI08292,AI Software Engineer,"Git, Python, Spark, TensorFlow, Hadoop",1,规则匹配: AI Software Engineer
AI08295,AI Specialist,"GCP, Kubernetes, MLOps, Deep Learning",1,规则匹配: AI Specialist
AI08298,AI Consultant,"Scala, PyTorch, Spark, Data Visualization, Git",0,规则匹配: AI Consultant
AI08304,AI Consultant,"Python, R, Tableau, TensorFlow, Java",0,规则匹配: AI Consultant
AI08308,AI Architect,"Python, SQL, Tableau, MLOps, TensorFlow",1,规则匹配: AI Architect
AI08310,Principal Data Scientist,"Azure, NLP, AWS",1,Data Scientist with ML skills
AI08313,AI Software Engineer,"Mathematics, Scala, NLP, Statistics, PyTorch",1,规则匹配: AI Software Engineer
AI08314,Principal Data Scientist,"Hadoop, GCP, Spark, MLOps",1,Data Scientist with ML skills
AI08315,AI Consultant,"Statistics, SQL, Computer Vision, Java",0,规则匹配: AI Consultant
AI08317,AI Specialist,"PyTorch, Data Visualization, R, Mathematics, Java",1,规则匹配: AI Specialist
AI08318,AI Architect,"Python, Git, Tableau, Data Visualization, Spark",1,规则匹配: AI Architect
AI08319,AI Consultant,"Kubernetes, Azure, Hadoop",0,规则匹配: AI Consultant
AI08323,Principal Data Scientist,"Statistics, Linux, Spark",1,Data Scientist default
AI08325,AI Architect,"AWS, Linux, Tableau, Statistics, SQL",1,规则匹配: AI Architect
AI08328,AI Consultant,"Spark, SQL, Hadoop, Python, Azure",0,规则匹配: AI Consultant
AI08336,AI Architect,"SQL, Hadoop, Deep Learning",1,规则匹配: AI Architect
AI08337,AI Architect,"TensorFlow, MLOps, PyTorch, Scala, GCP",1,规则匹配: AI Architect
AI08339,AI Consultant,"Docker, PyTorch, Linux, Git",0,规则匹配: AI Consultant
AI08352,AI Specialist,"Linux, Python, NLP",1,规则匹配: AI Specialist
AI08355,AI Product Manager,"NLP, Tableau, GCP",0,规则匹配: AI Product Manager
AI08357,AI Architect,"Data Visualization, Linux, R",1,规则匹配: AI Architect
AI08358,AI Software Engineer,"Data Visualization, SQL, MLOps, Spark",1,规则匹配: AI Software Engineer
AI08364,AI Software Engineer,"Hadoop, AWS, Spark",1,规则匹配: AI Software Engineer
AI08367,Principal Data Scientist,"Data Visualization, PyTorch, GCP, TensorFlow, AWS",1,Data Scientist with ML skills
AI08368,AI Consultant,"Kubernetes, Python, Scala, Computer Vision",0,规则匹配: AI Consultant
AI08370,AI Consultant,"SQL, NLP, Deep Learning, Computer Vision, GCP",0,规则匹配: AI Consultant
AI08371,AI Product Manager,"Kubernetes, MLOps, Tableau, Data Visualization, Spark",0,规则匹配: AI Product Manager
AI08372,AI Product Manager,"Kubernetes, Spark, Statistics",0,规则匹配: AI Product Manager
AI08375,AI Specialist,"MLOps, Java, Statistics, AWS, R",1,规则匹配: AI Specialist
AI08382,AI Software Engineer,"Python, Data Visualization, TensorFlow, Spark",1,规则匹配: AI Software Engineer
AI08383,AI Software Engineer,"Kubernetes, R, Docker",1,规则匹配: AI Software Engineer
AI08384,AI Architect,"Python, Git, Docker",1,规则匹配: AI Architect
AI08386,Principal Data Scientist,"Scala, Linux, AWS",1,Data Scientist default
AI08389,AI Product Manager,"Python, Kubernetes, Data Visualization, Computer Vision",0,规则匹配: AI Product Manager
AI08393,AI Specialist,"Scala, Python, Tableau",1,规则匹配: AI Specialist
AI08394,Principal Data Scientist,"PyTorch, Spark, Deep Learning",1,Data Scientist with ML skills
AI08396,AI Consultant,"Statistics, Scala, MLOps, Spark",0,规则匹配: AI Consultant
AI08402,AI Specialist,"Linux, Mathematics, Python",1,规则匹配: AI Specialist
AI08403,Principal Data Scientist,"Data Visualization, Java, Statistics, Git",1,Data Scientist default
AI08405,AI Architect,"Docker, Tableau, SQL",1,规则匹配: AI Architect
AI08414,AI Product Manager,"Scala, GCP, Data Visualization, Deep Learning",0,规则匹配: AI Product Manager
AI08415,AI Architect,"Hadoop, Mathematics, Tableau, Linux, Git",1,规则匹配: AI Architect
AI08420,AI Software Engineer,"MLOps, Python, Spark, TensorFlow, SQL",1,规则匹配: AI Software Engineer
AI08421,AI Product Manager,"PyTorch, Java, TensorFlow",0,规则匹配: AI Product Manager
AI08423,AI Product Manager,"PyTorch, Statistics, Python, Scala",0,规则匹配: AI Product Manager
AI08424,Principal Data Scientist,"Kubernetes, Java, Tableau",0,Data Scientist BI/reporting only
AI08440,AI Specialist,"GCP, Deep Learning, MLOps, Docker, Linux",1,规则匹配: AI Specialist
AI08441,AI Software Engineer,"GCP, Python, Statistics, Tableau",1,规则匹配: AI Software Engineer
AI08445,AI Architect,"Scala, Tableau, Kubernetes, MLOps",1,规则匹配: AI Architect
AI08450,AI Consultant,"MLOps, Mathematics, Data Visualization",0,规则匹配: AI Consultant
AI08453,AI Software Engineer,"Linux, Deep Learning, Kubernetes, TensorFlow",1,规则匹配: AI Software Engineer
AI08462,AI Architect,"Python, Git, Spark",1,规则匹配: AI Architect
AI08465,AI Consultant,"Git, R, MLOps, SQL",0,规则匹配: AI Consultant
AI08466,AI Specialist,"NLP, Python, R, Deep Learning",1,规则匹配: AI Specialist
AI08474,Principal Data Scientist,"Azure, Java, Statistics",1,Data Scientist default
AI08478,AI Product Manager,"Linux, Python, Scala, Java, TensorFlow",0,规则匹配: AI Product Manager
AI08481,AI Architect,"Deep Learning, Mathematics, Linux, Data Visualization",1,规则匹配: AI Architect
AI08482,AI Product Manager,"Python, NLP, Kubernetes, R",0,规则匹配: AI Product Manager
AI08483,AI Product Manager,"Azure, Deep Learning, Python, AWS",0,规则匹配: AI Product Manager
AI08485,AI Consultant,"Java, PyTorch, Statistics, Azure, TensorFlow",0,规则匹配: AI Consultant
AI08495,AI Software Engineer,"Azure, Python, Scala, Computer Vision",1,规则匹配: AI Software Engineer
AI08496,AI Consultant,"Tableau, Deep Learning, R, MLOps, TensorFlow",0,规则匹配: AI Consultant
AI08497,Principal Data Scientist,"Data Visualization, Java, Kubernetes, Hadoop",1,Data Scientist default
AI08499,AI Specialist,"MLOps, PyTorch, Scala, R",1,规则匹配: AI Specialist
AI08502,AI Specialist,"Kubernetes, Statistics, Data Visualization, SQL",1,规则匹配: AI Specialist
AI08505,AI Product Manager,"AWS, Linux, TensorFlow, Computer Vision",0,规则匹配: AI Product Manager
AI08506,AI Consultant,"Spark, Scala, Data Visualization, Hadoop",0,规则匹配: AI Consultant
AI08509,AI Product Manager,"Python, Docker, Hadoop",0,规则匹配: AI Product Manager
AI08510,AI Consultant,"Kubernetes, Java, Scala",0,规则匹配: AI Consultant
AI08512,AI Specialist,"SQL, AWS, PyTorch, GCP, Spark",1,规则匹配: AI Specialist
AI08513,Principal Data Scientist,"Spark, MLOps, AWS, Linux",1,Data Scientist with ML skills
AI08520,AI Architect,"R, Tableau, NLP, MLOps",1,规则匹配: AI Architect
AI08522,AI Architect,"Hadoop, Linux, Statistics, Scala",1,规则匹配: AI Architect
AI08523,AI Specialist,"Azure, Linux, MLOps",1,规则匹配: AI Specialist
AI08531,AI Specialist,"Docker, MLOps, Hadoop, NLP, Spark",1,规则匹配: AI Specialist
AI08533,Principal Data Scientist,"Mathematics, Spark, Linux, Computer Vision, Docker",1,Data Scientist with ML skills
AI08535,AI Software Engineer,"Azure, Docker, Kubernetes",1,规则匹配: AI Software Engineer
AI08538,AI Product Manager,"Mathematics, AWS, Git, R, SQL",0,规则匹配: AI Product Manager
AI08539,AI Consultant,"AWS, Mathematics, NLP, TensorFlow",0,规则匹配: AI Consultant
AI08540,AI Specialist,"Computer Vision, Linux, Tableau, SQL",1,规则匹配: AI Specialist
AI08543,AI Consultant,"AWS, Spark, Azure",0,规则匹配: AI Consultant
AI08554,AI Software Engineer,"Statistics, Kubernetes, GCP, Hadoop, Scala",1,规则匹配: AI Software Engineer
AI08556,AI Specialist,"AWS, Deep Learning, Statistics",1,规则匹配: AI Specialist
AI08563,Principal Data Scientist,"Spark, Java, Tableau, PyTorch, SQL",1,Data Scientist with ML skills
AI08564,AI Consultant,"SQL, Python, NLP",0,规则匹配: AI Consultant
AI08566,AI Consultant,"Linux, Scala, SQL, GCP, Git",0,规则匹配: AI Consultant
AI08570,AI Product Manager,"Hadoop, Tableau, Linux, Python",0,规则匹配: AI Product Manager
AI08581,AI Architect,"Tableau, Docker, Kubernetes, Statistics",1,规则匹配: AI Architect
AI08582,Principal Data Scientist,"Hadoop, Java, Scala, GCP",1,Data Scientist default
AI08584,AI Consultant,"SQL, Scala, Python, R, Java",0,规则匹配: AI Consultant
AI08588,AI Software Engineer,"Kubernetes, Data Visualization, SQL, Computer Vision",1,规则匹配: AI Software Engineer
AI08598,AI Specialist,"Computer Vision, Spark, Git, Kubernetes",1,规则匹配: AI Specialist
AI08601,AI Architect,"Linux, Git, Statistics, Tableau, Hadoop",1,规则匹配: AI Architect
AI08602,Principal Data Scientist,"R, Scala, PyTorch, GCP, SQL",1,Data Scientist with ML skills
AI08604,AI Specialist,"Tableau, SQL, AWS, Data Visualization, Git",1,规则匹配: AI Specialist
AI08607,AI Specialist,"Git, Tableau, AWS",1,规则匹配: AI Specialist
AI08611,AI Product Manager,"Kubernetes, Computer Vision, Data Visualization, GCP, Azure",0,规则匹配: AI Product Manager
AI08614,AI Consultant,"Python, Tableau, MLOps, Azure",0,规则匹配: AI Consultant
AI08617,AI Specialist,"Data Visualization, AWS, Scala, Statistics",1,规则匹配: AI Specialist
AI08620,AI Consultant,"R, TensorFlow, Tableau, Linux, Python",0,规则匹配: AI Consultant
AI08621,AI Consultant,"SQL, Java, MLOps",0,规则匹配: AI Consultant
AI08635,AI Software Engineer,"Linux, Statistics, Mathematics",1,规则匹配: AI Software Engineer
AI08636,Principal Data Scientist,"Scala, Computer Vision, Data Visualization, GCP",1,Data Scientist with ML skills
AI08639,AI Product Manager,"SQL, Tableau, Git",0,规则匹配: AI Product Manager
AI08640,Principal Data Scientist,"Azure, Spark, Data Visualization, MLOps, Java",1,Data Scientist with ML skills
AI08646,AI Product Manager,"GCP, Git, Java, Computer Vision, Kubernetes",0,规则匹配: AI Product Manager
AI08652,AI Software Engineer,"GCP, R, Deep Learning, Linux, Docker",1,规则匹配: AI Software Engineer
AI08658,Principal Data Scientist,"Hadoop, Kubernetes, GCP, SQL",1,Data Scientist default
AI08660,Principal Data Scientist,"Python, TensorFlow, Linux, GCP, Spark",1,Data Scientist with ML skills
AI08662,Principal Data Scientist,"R, Scala, Azure, Tableau",0,Data Scientist BI/reporting only
AI08666,Principal Data Scientist,"SQL, AWS, Deep Learning",1,Data Scientist with ML skills
AI08668,AI Consultant,"Linux, GCP, Computer Vision",0,规则匹配: AI Consultant
AI08669,Principal Data Scientist,"Docker, Git, Tableau, SQL",0,Data Scientist BI/reporting only
AI08673,AI Specialist,"TensorFlow, Java, Git, Hadoop, Docker",1,规则匹配: AI Specialist
AI08677,AI Consultant,"SQL, NLP, Tableau, Scala",0,规则匹配: AI Consultant
AI08680,AI Consultant,"TensorFlow, PyTorch, Kubernetes",0,规则匹配: AI Consultant
AI08683,AI Product Manager,"Hadoop, AWS, MLOps, Spark, Computer Vision",0,规则匹配: AI Product Manager
AI08686,AI Architect,"Scala, Linux, Computer Vision, Python, MLOps",1,规则匹配: AI Architect
AI08687,AI Architect,"Tableau, R, Spark",1,规则匹配: AI Architect
AI08688,AI Specialist,"Mathematics, PyTorch, SQL",1,规则匹配: AI Specialist
AI08692,AI Software Engineer,"Hadoop, Python, Deep Learning",1,规则匹配: AI Software Engineer
AI08697,Principal Data Scientist,"Statistics, MLOps, GCP, Git, Spark",1,Data Scientist with ML skills
AI08702,AI Product Manager,"Python, Java, Tableau",0,规则匹配: AI Product Manager
AI08703,AI Specialist,"Scala, Spark, R, Statistics",1,规则匹配: AI Specialist
AI08704,Principal Data Scientist,"Statistics, Python, Scala",1,Data Scientist default
AI08715,AI Consultant,"NLP, MLOps, Kubernetes, Python",0,规则匹配: AI Consultant
AI08720,AI Architect,"Computer Vision, MLOps, SQL, Statistics, Spark",1,规则匹配: AI Architect
AI08725,AI Specialist,"Azure, Tableau, Data Visualization, Java, R",1,规则匹配: AI Specialist
AI08727,AI Architect,"Kubernetes, GCP, Computer Vision",1,规则匹配: AI Architect
AI08732,AI Software Engineer,"Tableau, Python, Linux, TensorFlow",1,规则匹配: AI Software Engineer
AI08733,Principal Data Scientist,"Data Visualization, Linux, Statistics",1,Data Scientist default
AI08738,AI Architect,"R, SQL, MLOps, Linux",1,规则匹配: AI Architect
AI08740,Principal Data Scientist,"Python, TensorFlow, Kubernetes, Git, AWS",1,Data Scientist with ML skills
AI08741,AI Consultant,"SQL, Java, Data Visualization",0,规则匹配: AI Consultant
AI08744,AI Specialist,"Docker, GCP, Computer Vision",1,规则匹配: AI Specialist
AI08745,AI Product Manager,"Hadoop, Azure, SQL",0,规则匹配: AI Product Manager
AI08746,AI Product Manager,"Azure, Python, Tableau",0,规则匹配: AI Product Manager
AI08747,AI Product Manager,"Python, TensorFlow, Tableau, Java",0,规则匹配: AI Product Manager
AI08748,AI Product Manager,"Data Visualization, Git, Computer Vision",0,规则匹配: AI Product Manager
AI08750,AI Specialist,"Python, TensorFlow, Deep Learning",1,规则匹配: AI Specialist
AI08751,AI Consultant,"R, Java, Git",0,规则匹配: AI Consultant
AI08755,AI Product Manager,"Hadoop, Docker, TensorFlow, Mathematics, Linux",0,规则匹配: AI Product Manager
AI08756,AI Consultant,"Mathematics, R, Deep Learning, Linux, AWS",0,规则匹配: AI Consultant
AI08758,AI Product Manager,"TensorFlow, Kubernetes, Azure",0,规则匹配: AI Product Manager
AI08760,AI Specialist,"PyTorch, Scala, Docker",1,规则匹配: AI Specialist
AI08761,AI Specialist,"Data Visualization, Linux, NLP, Git",1,规则匹配: AI Specialist
AI08762,AI Product Manager,"Spark, Scala, Python, GCP",0,规则匹配: AI Product Manager
AI08764,AI Consultant,"Git, Hadoop, Computer Vision, GCP",0,规则匹配: AI Consultant
AI08768,AI Specialist,"Deep Learning, Statistics, SQL, Python",1,规则匹配: AI Specialist
AI08769,AI Architect,"Git, Python, NLP, Azure, TensorFlow",1,规则匹配: AI Architect
AI08774,AI Product Manager,"Java, R, Spark, AWS, SQL",0,规则匹配: AI Product Manager
AI08779,AI Product Manager,"PyTorch, Linux, TensorFlow",0,规则匹配: AI Product Manager
AI08780,AI Software Engineer,"Docker, NLP, Tableau, GCP",1,规则匹配: AI Software Engineer
AI08783,AI Architect,"Linux, Python, TensorFlow",1,规则匹配: AI Architect
AI08785,AI Architect,"Kubernetes, R, SQL, Statistics",1,规则匹配: AI Architect
AI08787,AI Software Engineer,"SQL, Hadoop, R",1,规则匹配: AI Software Engineer
AI08788,AI Architect,"TensorFlow, Git, Spark",1,规则匹配: AI Architect
AI08790,AI Software Engineer,"Git, Docker, Deep Learning, Mathematics, Python",1,规则匹配: AI Software Engineer
AI08803,AI Architect,"R, Azure, Linux, SQL, Data Visualization",1,规则匹配: AI Architect
AI08804,Principal Data Scientist,"Git, Computer Vision, MLOps, Docker",1,Data Scientist with ML skills
AI08807,AI Software Engineer,"TensorFlow, Java, Data Visualization",1,规则匹配: AI Software Engineer
AI08808,AI Software Engineer,"Hadoop, R, Tableau, MLOps, PyTorch",1,规则匹配: AI Software Engineer
AI08809,AI Product Manager,"Scala, GCP, SQL, Hadoop",0,规则匹配: AI Product Manager
AI08812,AI Consultant,"Scala, Docker, MLOps",0,规则匹配: AI Consultant
AI08818,Principal Data Scientist,"Scala, GCP, SQL",1,Data Scientist default
AI08821,AI Specialist,"SQL, Python, Statistics, AWS",1,规则匹配: AI Specialist
AI08822,AI Specialist,"GCP, Kubernetes, Azure, Hadoop",1,规则匹配: AI Specialist
AI08825,AI Software Engineer,"Git, Hadoop, Mathematics, Python",1,规则匹配: AI Software Engineer
AI08827,AI Consultant,"Scala, Statistics, Python, Linux, GCP",0,规则匹配: AI Consultant
AI08832,AI Specialist,"Java, Spark, Computer Vision, Docker, Linux",1,规则匹配: AI Specialist
AI08836,AI Specialist,"Scala, Git, AWS, Computer Vision, MLOps",1,规则匹配: AI Specialist
AI08837,AI Specialist,"Linux, Spark, R, Deep Learning",1,规则匹配: AI Specialist
AI08843,AI Product Manager,"AWS, Statistics, SQL, Azure",0,规则匹配: AI Product Manager
AI08851,AI Architect,"SQL, Kubernetes, Hadoop, TensorFlow, Azure",1,规则匹配: AI Architect
AI08855,AI Product Manager,"SQL, Kubernetes, Scala, Statistics",0,规则匹配: AI Product Manager
AI08857,AI Specialist,"Kubernetes, SQL, Data Visualization, Python, Scala",1,规则匹配: AI Specialist
AI08859,AI Consultant,"Python, Git, Deep Learning",0,规则匹配: AI Consultant
AI08876,AI Specialist,"R, Python, Hadoop, Data Visualization, TensorFlow",1,规则匹配: AI Specialist
AI08878,AI Architect,"Kubernetes, Spark, Git, Statistics, MLOps",1,规则匹配: AI Architect
AI08896,Principal Data Scientist,"PyTorch, Azure, Scala, TensorFlow, Linux",1,Data Scientist with ML skills
AI08900,Principal Data Scientist,"Kubernetes, R, Hadoop",1,Data Scientist default
AI08906,AI Architect,"SQL, PyTorch, Linux, TensorFlow",1,规则匹配: AI Architect
AI08909,AI Specialist,"Hadoop, GCP, Spark, Linux, Kubernetes",1,规则匹配: AI Specialist
AI08921,AI Product Manager,"Linux, AWS, Computer Vision",0,规则匹配: AI Product Manager
AI08922,AI Specialist,"Computer Vision, Scala, AWS",1,规则匹配: AI Specialist
AI08926,AI Architect,"Scala, TensorFlow, Spark",1,规则匹配: AI Architect
AI08929,AI Specialist,"GCP, SQL, Scala, R",1,规则匹配: AI Specialist
AI08930,AI Architect,"Python, Hadoop, GCP, SQL, Mathematics",1,规则匹配: AI Architect
AI08940,AI Product Manager,"Statistics, Git, TensorFlow",0,规则匹配: AI Product Manager
AI08943,AI Product Manager,"Scala, AWS, GCP",0,规则匹配: AI Product Manager
AI08947,AI Architect,"Git, Mathematics, Scala",1,规则匹配: AI Architect
AI08948,AI Specialist,"Kubernetes, NLP, Git, Hadoop, SQL",1,规则匹配: AI Specialist
AI08949,AI Consultant,"R, MLOps, TensorFlow, Data Visualization",0,规则匹配: AI Consultant
AI08950,AI Specialist,"Java, Git, Linux, Scala",1,规则匹配: AI Specialist
AI08955,AI Specialist,"TensorFlow, Kubernetes, Data Visualization, Deep Learning",1,规则匹配: AI Specialist
AI08956,AI Software Engineer,"Python, Computer Vision, Deep Learning, Azure",1,规则匹配: AI Software Engineer
AI08957,AI Product Manager,"Data Visualization, Java, PyTorch, NLP, TensorFlow",0,规则匹配: AI Product Manager
AI08960,Principal Data Scientist,"Tableau, Python, Deep Learning",1,Data Scientist with ML skills
AI08962,AI Consultant,"GCP, Docker, Statistics, Mathematics, MLOps",0,规则匹配: AI Consultant
AI08965,Principal Data Scientist,"Python, Git, TensorFlow, Data Visualization, Kubernetes",1,Data Scientist with ML skills
AI08966,AI Specialist,"Python, Docker, Computer Vision, TensorFlow",1,规则匹配: AI Specialist
AI08971,AI Consultant,"SQL, Azure, TensorFlow",0,规则匹配: AI Consultant
AI08972,AI Product Manager,"Kubernetes, Linux, Python",0,规则匹配: AI Product Manager
AI08977,Principal Data Scientist,"SQL, NLP, PyTorch, Linux",1,Data Scientist with ML skills
AI08978,AI Product Manager,"NLP, Spark, TensorFlow, Python, AWS",0,规则匹配: AI Product Manager
AI08981,AI Consultant,"Computer Vision, GCP, Statistics",0,规则匹配: AI Consultant
AI08982,AI Specialist,"Deep Learning, Python, TensorFlow, Docker",1,规则匹配: AI Specialist
AI08983,AI Specialist,"AWS, SQL, PyTorch, MLOps",1,规则匹配: AI Specialist
AI08986,AI Product Manager,"Java, GCP, Scala, Computer Vision, Spark",0,规则匹配: AI Product Manager
AI08987,AI Software Engineer,"Python, MLOps, SQL, Java, Spark",1,规则匹配: AI Software Engineer
AI08990,AI Software Engineer,"PyTorch, GCP, Tableau, Statistics",1,规则匹配: AI Software Engineer
AI08993,Principal Data Scientist,"Python, SQL, Docker, Mathematics, Deep Learning",1,Data Scientist with ML skills
AI08997,AI Specialist,"Docker, Hadoop, Computer Vision, Java",1,规则匹配: AI Specialist
AI08998,AI Consultant,"Azure, SQL, Kubernetes, Statistics, Scala",0,规则匹配: AI Consultant
AI09001,Principal Data Scientist,"Azure, Mathematics, Spark, SQL, PyTorch",1,Data Scientist with ML skills
AI09007,AI Consultant,"Docker, MLOps, Git",0,规则匹配: AI Consultant
AI09017,Principal Data Scientist,"R, Linux, Data Visualization",1,Data Scientist default
AI09020,AI Architect,"Hadoop, Java, Data Visualization",1,规则匹配: AI Architect
AI09021,AI Consultant,"Spark, Deep Learning, MLOps, Git",0,规则匹配: AI Consultant
AI09026,AI Architect,"Linux, SQL, Tableau, Azure",1,规则匹配: AI Architect
AI09028,AI Consultant,"R, Git, Computer Vision, Hadoop",0,规则匹配: AI Consultant
AI09039,AI Consultant,"Computer Vision, Deep Learning, Python, Scala, Data Visualization",0,规则匹配: AI Consultant
AI09040,AI Consultant,"Mathematics, Spark, Data Visualization, Tableau, Linux",0,规则匹配: AI Consultant
AI09041,AI Specialist,"Python, Scala, Spark",1,规则匹配: AI Specialist
AI09043,Principal Data Scientist,"Deep Learning, Linux, Mathematics, Java, SQL",1,Data Scientist with ML skills
AI09044,AI Consultant,"NLP, Git, Data Visualization, Python",0,规则匹配: AI Consultant
AI09045,AI Product Manager,"Kubernetes, Python, Mathematics",0,规则匹配: AI Product Manager
AI09048,AI Architect,"R, Data Visualization, Git, Deep Learning, GCP",1,规则匹配: AI Architect
AI09049,AI Software Engineer,"Kubernetes, Linux, Git, GCP, Python",1,规则匹配: AI Software Engineer
AI09059,AI Specialist,"Python, SQL, Spark",1,规则匹配: AI Specialist
AI09060,AI Architect,"Kubernetes, Computer Vision, Scala",1,规则匹配: AI Architect
AI09061,AI Product Manager,"Hadoop, Deep Learning, Azure",0,规则匹配: AI Product Manager
AI09069,AI Product Manager,"Data Visualization, GCP, Scala, AWS",0,规则匹配: AI Product Manager
AI09070,AI Consultant,"Kubernetes, Hadoop, SQL, Data Visualization",0,规则匹配: AI Consultant
AI09072,Principal Data Scientist,"Mathematics, Azure, Deep Learning",1,Data Scientist with ML skills
AI09076,AI Product Manager,"Kubernetes, Azure, NLP, Spark, Hadoop",0,规则匹配: AI Product Manager
AI09077,AI Consultant,"Azure, Git, Kubernetes, Computer Vision",0,规则匹配: AI Consultant
AI09080,AI Software Engineer,"Scala, Git, Kubernetes",1,规则匹配: AI Software Engineer
AI09085,AI Product Manager,"Python, Linux, Computer Vision",0,规则匹配: AI Product Manager
AI09088,AI Product Manager,"Scala, Python, AWS, MLOps",0,规则匹配: AI Product Manager
AI09090,AI Architect,"Hadoop, Git, NLP",1,规则匹配: AI Architect
AI09092,AI Specialist,"Kubernetes, Java, NLP",1,规则匹配: AI Specialist
AI09093,Principal Data Scientist,"PyTorch, Scala, GCP",1,Data Scientist with ML skills
AI09096,AI Consultant,"Azure, Hadoop, Computer Vision",0,规则匹配: AI Consultant
AI09098,AI Product Manager,"Deep Learning, GCP, Python, PyTorch, Kubernetes",0,规则匹配: AI Product Manager
AI09100,AI Architect,"NLP, Scala, SQL, GCP, Deep Learning",1,规则匹配: AI Architect
AI09101,AI Specialist,"Kubernetes, Scala, Deep Learning",1,规则匹配: AI Specialist
AI09102,AI Architect,"Tableau, GCP, Linux",1,规则匹配: AI Architect
AI09105,Principal Data Scientist,"Java, Python, GCP",1,Data Scientist default
AI09108,AI Product Manager,"R, GCP, MLOps, AWS, Tableau",0,规则匹配: AI Product Manager
AI09110,AI Specialist,"Scala, GCP, Statistics",1,规则匹配: AI Specialist
AI09116,AI Product Manager,"Git, PyTorch, MLOps, GCP, Mathematics",0,规则匹配: AI Product Manager
AI09117,AI Software Engineer,"NLP, Mathematics, Deep Learning, SQL, PyTorch",1,规则匹配: AI Software Engineer
AI09119,Principal Data Scientist,"TensorFlow, Tableau, SQL",1,Data Scientist with ML skills
AI09123,AI Product Manager,"Scala, Linux, PyTorch",0,规则匹配: AI Product Manager
AI09128,AI Software Engineer,"Python, Git, Statistics, Hadoop",1,规则匹配: AI Software Engineer
AI09133,AI Consultant,"GCP, Hadoop, Deep Learning, Java, Data Visualization",0,规则匹配: AI Consultant
AI09136,AI Architect,"Git, Kubernetes, NLP, R, TensorFlow",1,规则匹配: AI Architect
AI09141,AI Consultant,"Statistics, Scala, GCP, Mathematics, Kubernetes",0,规则匹配: AI Consultant
AI09142,AI Consultant,"GCP, Linux, Git",0,规则匹配: AI Consultant
AI09148,AI Architect,"GCP, SQL, Linux",1,规则匹配: AI Architect
AI09152,AI Architect,"TensorFlow, Azure, Java, R",1,规则匹配: AI Architect
AI09153,AI Specialist,"Linux, Kubernetes, Computer Vision",1,规则匹配: AI Specialist
AI09156,AI Software Engineer,"MLOps, Linux, Java, Data Visualization",1,规则匹配: AI Software Engineer
AI09157,AI Software Engineer,"Python, Java, Azure, Computer Vision, Docker",1,规则匹配: AI Software Engineer
AI09158,AI Consultant,"Hadoop, R, GCP, TensorFlow, Data Visualization",0,规则匹配: AI Consultant
AI09160,AI Consultant,"AWS, Kubernetes, GCP, Statistics",0,规则匹配: AI Consultant
AI09161,Principal Data Scientist,"R, Scala, Java, Data Visualization",1,Data Scientist default
AI09163,AI Specialist,"AWS, Java, Git, Data Visualization, Computer Vision",1,规则匹配: AI Specialist
AI09170,Principal Data Scientist,"NLP, PyTorch, SQL, Computer Vision, Deep Learning",1,Data Scientist with ML skills
AI09174,Principal Data Scientist,"Hadoop, Tableau, Deep Learning",1,Data Scientist with ML skills
AI09177,AI Architect,"R, Kubernetes, Statistics, NLP",1,规则匹配: AI Architect
AI09180,AI Software Engineer,"AWS, Mathematics, Tableau",1,规则匹配: AI Software Engineer
AI09187,AI Software Engineer,"Hadoop, Deep Learning, GCP",1,规则匹配: AI Software Engineer
AI09191,Principal Data Scientist,"Mathematics, Git, Kubernetes, MLOps, Hadoop",1,Data Scientist with ML skills
AI09195,AI Architect,"Hadoop, PyTorch, Git, Linux, Scala",1,规则匹配: AI Architect
AI09199,AI Consultant,"Kubernetes, Scala, Data Visualization, Tableau, Spark",0,规则匹配: AI Consultant
AI09201,AI Product Manager,"GCP, NLP, Git, TensorFlow, Scala",0,规则匹配: AI Product Manager
