job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,_layer1_tag,_layer1_reason,_layer1_confidence,_gray_zone_reason
AI09219,AI Product Manager,88533,GBP,EN,FT,United Kingdom,L,United Kingdom,100,"Scala, Python, MLOps",Master,1,Automotive,2024-05-16,2024-06-16,610,5.3,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09227,AI Architect,58984,USD,MI,PT,South Korea,M,France,50,"SQL, Tableau, Hadoop",Master,3,Manufacturing,2024-08-12,2024-09-05,1938,5.8,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09233,AI Product Manager,64894,USD,EN,PT,India,L,Canada,100,"Docker, Git, Python, SQL",Bachelor,0,Healthcare,2024-10-15,2024-11-24,822,6.3,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09234,AI Specialist,79205,USD,SE,FL,India,S,Canada,50,"GCP, Spark, Linux, TensorFlow, Python",Master,8,Real Estate,2024-09-10,2024-10-07,1954,7.8,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09243,AI Consultant,319418,USD,EX,FT,Switzerland,M,Switzerland,100,"PyTorch, Hadoop, Data Visualization, NLP, Statistics",PhD,11,Gaming,2024-05-07,2024-06-22,1388,7.4,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09244,AI Product Manager,101315,USD,SE,FL,China,M,China,0,"Data Visualization, R, Statistics, PyTorch, SQL",PhD,7,Finance,2024-07-23,2024-09-30,545,9.2,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09248,AI Consultant,93214,USD,SE,PT,Israel,M,France,100,"NLP, Docker, Hadoop",Associate,6,Gaming,2025-02-12,2025-03-05,1965,7.0,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09251,AI Consultant,106195,USD,SE,PT,China,L,Austria,50,"Hadoop, Docker, Data Visualization",Master,7,Government,2024-05-17,2024-07-08,2329,7.2,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09256,AI Software Engineer,211367,USD,EX,PT,Sweden,M,United States,0,"AWS, Linux, Scala, Tableau",Associate,14,Government,2024-09-13,2024-10-14,2494,9.2,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09259,AI Specialist,158822,USD,EX,FL,India,S,India,100,"Python, Git, MLOps",Associate,16,Government,2024-10-29,2024-12-29,1028,7.0,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09265,AI Software Engineer,80464,USD,MI,PT,India,L,India,50,"Java, Scala, Tableau, Azure",Associate,3,Finance,2024-08-30,2024-10-11,1617,7.8,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09266,AI Software Engineer,120125,USD,MI,CT,Denmark,M,South Korea,0,"Git, GCP, MLOps, Spark, Scala",PhD,3,Finance,2024-04-02,2024-05-21,1250,6.4,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09268,AI Architect,155072,USD,MI,PT,Switzerland,L,Switzerland,50,"Git, Scala, Python, Spark, Docker",Associate,2,Manufacturing,2024-04-30,2024-05-17,2132,7.9,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09269,AI Consultant,64758,USD,MI,CT,Israel,L,Israel,50,"TensorFlow, MLOps, Data Visualization",PhD,4,Gaming,2024-03-18,2024-04-15,1773,5.6,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09270,AI Consultant,148286,EUR,SE,CT,Germany,M,Germany,0,"Git, Deep Learning, Java, Data Visualization, R",Bachelor,8,Consulting,2024-01-27,2024-03-20,1549,5.7,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09273,AI Software Engineer,159684,USD,EX,CT,Canada,M,Canada,100,"Scala, R, GCP, Data Visualization, Hadoop",Associate,13,Real Estate,2024-08-19,2024-09-16,769,7.1,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09276,AI Product Manager,114965,USD,SE,CT,Sweden,M,Japan,0,"Linux, Statistics, Computer Vision, SQL, MLOps",Bachelor,7,Healthcare,2024-11-12,2024-12-31,1633,7.0,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09277,Principal Data Scientist,196435,GBP,EX,FL,United Kingdom,S,United Kingdom,0,"Linux, Python, TensorFlow, Hadoop, Statistics",PhD,15,Transportation,2024-06-06,2024-07-24,1926,7.0,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09281,AI Specialist,64300,USD,MI,CT,Ireland,L,Ireland,50,"Python, TensorFlow, MLOps, Java, SQL",PhD,3,Real Estate,2024-07-05,2024-08-25,971,8.5,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09284,AI Product Manager,232783,USD,EX,FT,Singapore,M,Singapore,100,"TensorFlow, NLP, Hadoop, SQL",Master,10,Manufacturing,2024-12-10,2024-12-24,774,9.1,Smart Analytics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09290,AI Consultant,105657,USD,MI,FL,Switzerland,S,Switzerland,100,"AWS, SQL, MLOps, PyTorch",Master,3,Finance,2024-11-24,2024-12-21,1411,7.3,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09291,AI Product Manager,204872,GBP,EX,FL,United Kingdom,S,Netherlands,0,"R, PyTorch, Spark, Mathematics, Azure",Bachelor,15,Telecommunications,2024-05-08,2024-06-30,1633,5.1,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09295,AI Software Engineer,153347,GBP,EX,FT,United Kingdom,S,United Kingdom,0,"Mathematics, Linux, Tableau",PhD,13,Healthcare,2024-06-06,2024-07-27,1757,9.5,Future Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09301,AI Product Manager,90172,USD,EN,FT,Singapore,L,Singapore,0,"R, TensorFlow, MLOps",PhD,0,Media,2025-03-27,2025-04-18,1266,9.6,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09302,AI Product Manager,101376,EUR,SE,CT,France,S,France,0,"TensorFlow, Mathematics, Data Visualization, Deep Learning, NLP",PhD,8,Transportation,2025-03-17,2025-04-26,842,7.4,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09306,AI Consultant,128378,USD,SE,PT,United States,S,United States,50,"Java, Python, Statistics, MLOps, Mathematics",Bachelor,7,Manufacturing,2025-02-18,2025-04-08,2044,6.5,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09309,Principal Data Scientist,55398,USD,MI,FT,China,M,China,0,"Spark, Azure, SQL, Scala",Associate,3,Technology,2024-04-01,2024-05-19,1954,9.4,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09310,AI Specialist,139714,GBP,SE,CT,United Kingdom,M,Ireland,50,"AWS, Kubernetes, Linux, MLOps, Computer Vision",Associate,7,Education,2024-06-21,2024-08-13,802,8.9,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09315,AI Architect,193557,GBP,EX,PT,United Kingdom,M,United Kingdom,50,"TensorFlow, SQL, Linux, Statistics, Git",Associate,10,Technology,2025-01-23,2025-03-13,2156,5.3,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09321,AI Software Engineer,142388,GBP,SE,CT,United Kingdom,M,United Kingdom,50,"Scala, Java, Statistics",PhD,6,Transportation,2024-06-02,2024-07-02,1134,5.2,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09323,AI Architect,97750,EUR,MI,FL,Netherlands,M,Netherlands,100,"Hadoop, GCP, Azure",PhD,2,Automotive,2024-04-17,2024-06-22,1892,9.1,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09325,Principal Data Scientist,58645,GBP,EN,FT,United Kingdom,S,United Kingdom,0,"SQL, Java, GCP, R, AWS",Bachelor,0,Manufacturing,2024-08-19,2024-10-28,1484,8.3,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09326,AI Product Manager,112827,USD,MI,PT,United States,S,United States,50,"Scala, Tableau, Kubernetes",Master,2,Government,2024-04-23,2024-05-19,2123,7.8,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09332,AI Architect,35530,USD,EN,PT,Austria,S,Sweden,100,"NLP, Mathematics, GCP, R",Master,1,Real Estate,2025-02-23,2025-03-20,823,9.1,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09338,Principal Data Scientist,60813,USD,EN,FT,Israel,L,Australia,50,"SQL, PyTorch, Computer Vision",PhD,1,Education,2025-01-03,2025-03-03,964,5.2,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09339,AI Product Manager,67970,USD,EN,PT,Canada,S,Canada,100,"Python, Java, Computer Vision",Associate,0,Consulting,2024-07-26,2024-10-07,653,7.6,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09342,AI Software Engineer,135040,USD,EX,PT,India,S,India,0,"PyTorch, R, Docker",Bachelor,14,Education,2025-03-08,2025-04-16,531,8.0,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09343,Principal Data Scientist,208218,USD,SE,CT,Denmark,L,United Kingdom,0,"Linux, Deep Learning, Python, Kubernetes",Bachelor,6,Manufacturing,2025-01-14,2025-02-13,2148,9.0,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09344,AI Architect,61033,USD,EN,CT,Australia,M,Australia,100,"R, GCP, Kubernetes",Bachelor,1,Media,2024-10-22,2024-12-26,1694,7.2,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09346,AI Product Manager,87954,USD,MI,CT,Australia,L,Australia,50,"Linux, Deep Learning, Tableau, PyTorch",Master,3,Telecommunications,2025-02-24,2025-03-15,2317,5.7,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09352,AI Architect,147142,USD,EX,CT,Sweden,S,Sweden,100,"Kubernetes, Git, Linux, Tableau, TensorFlow",PhD,16,Finance,2024-12-21,2025-01-09,1075,6.1,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09361,AI Product Manager,109643,USD,MI,FT,Singapore,M,Singapore,50,"Hadoop, TensorFlow, Python, Linux",Master,4,Manufacturing,2024-03-16,2024-05-20,2335,7.6,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09362,AI Specialist,196768,USD,EX,FL,Singapore,M,Singapore,50,"Spark, Git, NLP, TensorFlow, R",Master,19,Media,2024-07-06,2024-09-02,1747,7.8,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09363,AI Consultant,117037,EUR,MI,PT,Germany,L,Germany,50,"R, Hadoop, Git, Spark",PhD,3,Real Estate,2024-08-14,2024-09-26,2474,9.6,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09366,AI Architect,231943,USD,EX,PT,Australia,L,Australia,50,"Git, SQL, MLOps",PhD,15,Technology,2025-02-05,2025-03-15,1675,6.0,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09368,AI Product Manager,247768,USD,EX,PT,Singapore,M,Singapore,100,"Scala, Git, Deep Learning",Associate,19,Telecommunications,2024-05-07,2024-07-06,1458,9.7,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09369,AI Product Manager,92134,USD,MI,PT,Sweden,M,Sweden,50,"TensorFlow, Python, GCP",Bachelor,3,Telecommunications,2024-01-12,2024-02-29,603,5.2,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09370,Principal Data Scientist,84458,USD,EN,FT,Denmark,S,South Korea,50,"Kubernetes, Statistics, Computer Vision, Deep Learning, Linux",Associate,1,Technology,2025-03-17,2025-05-14,2016,8.0,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09372,AI Product Manager,88666,USD,SE,PT,Austria,S,Austria,0,"Tableau, Scala, Python, Docker, TensorFlow",Associate,5,Consulting,2024-10-27,2024-12-05,2261,6.6,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09373,Principal Data Scientist,97624,EUR,MI,CT,Germany,M,Denmark,50,"TensorFlow, Python, NLP, Computer Vision, SQL",PhD,3,Consulting,2024-08-06,2024-08-31,1333,8.4,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09375,AI Architect,194232,USD,EX,PT,Austria,L,Australia,100,"Azure, Hadoop, Kubernetes",Master,14,Manufacturing,2025-02-27,2025-03-16,590,7.9,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09384,AI Consultant,122406,USD,MI,CT,Norway,S,Norway,0,"Git, SQL, NLP, GCP",Bachelor,4,Manufacturing,2024-11-02,2024-12-10,1335,8.8,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09389,AI Consultant,74996,USD,EN,PT,Singapore,M,United States,50,"Mathematics, Python, Java, Scala, Statistics",Associate,0,Finance,2024-12-13,2025-01-30,1702,9.8,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09392,AI Specialist,81881,USD,EN,FL,United States,L,United States,0,"Tableau, Statistics, Java, Scala, MLOps",Associate,1,Energy,2024-11-04,2024-12-05,796,8.8,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09394,Principal Data Scientist,85368,USD,SE,FL,China,S,China,50,"Azure, Computer Vision, GCP, Docker, MLOps",PhD,6,Retail,2024-03-20,2024-05-22,744,7.2,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09399,AI Software Engineer,163064,EUR,EX,CT,Germany,L,Germany,0,"Kubernetes, Mathematics, Data Visualization",PhD,18,Transportation,2025-03-11,2025-05-19,1723,6.0,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09408,Principal Data Scientist,100497,USD,EN,FL,Norway,M,Norway,50,"NLP, Docker, Kubernetes, Scala, Mathematics",Bachelor,0,Transportation,2024-06-18,2024-07-22,1167,7.1,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09411,AI Specialist,130715,USD,EX,CT,Finland,M,Germany,50,"Python, NLP, Kubernetes, PyTorch, Linux",Bachelor,16,Education,2024-06-15,2024-08-06,1504,9.8,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09412,AI Specialist,63371,GBP,EN,CT,United Kingdom,L,United Kingdom,50,"Python, TensorFlow, NLP, PyTorch, Deep Learning",Master,0,Telecommunications,2024-11-22,2025-01-05,2123,6.2,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09413,AI Architect,51337,EUR,EN,FT,France,S,France,0,"MLOps, Data Visualization, Java, Spark, Git",Master,1,Media,2024-05-25,2024-06-24,1473,5.5,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09415,AI Software Engineer,33404,USD,EN,FT,Austria,S,United States,0,"R, SQL, AWS",Bachelor,1,Education,2024-10-24,2024-12-18,2227,8.9,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09421,AI Architect,123061,USD,MI,CT,Norway,S,Norway,0,"Data Visualization, Kubernetes, Python, R, Java",Master,2,Healthcare,2024-04-06,2024-06-13,2485,8.2,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09422,Principal Data Scientist,92922,USD,EN,FT,Switzerland,S,Switzerland,100,"Hadoop, Python, Spark, Scala, TensorFlow",Bachelor,0,Transportation,2025-02-20,2025-04-02,2340,7.2,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09423,AI Architect,92015,USD,SE,PT,Austria,S,Austria,100,"Scala, Java, Python",Associate,5,Retail,2024-10-30,2024-12-26,2384,8.0,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09424,AI Product Manager,88007,USD,MI,PT,United States,S,United States,100,"SQL, Python, TensorFlow, Statistics, Git",Bachelor,2,Education,2024-03-31,2024-04-14,2274,7.4,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09428,AI Architect,65100,USD,MI,CT,Japan,M,Denmark,50,"PyTorch, TensorFlow, Python",PhD,3,Automotive,2024-04-10,2024-05-12,2027,8.9,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09431,AI Software Engineer,77490,USD,MI,FL,China,M,Japan,100,"Java, Python, Data Visualization, Linux",Master,2,Automotive,2024-10-22,2024-12-19,1852,6.7,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09434,AI Consultant,144855,USD,SE,CT,Switzerland,M,Sweden,0,"Docker, R, MLOps",PhD,8,Finance,2024-09-25,2024-11-06,1035,6.4,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09452,AI Software Engineer,70203,USD,SE,CT,Austria,S,Austria,100,"TensorFlow, Python, Tableau, Statistics, Kubernetes",Bachelor,7,Government,2024-02-05,2024-04-16,2293,5.3,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09454,Principal Data Scientist,81527,USD,MI,FL,Sweden,M,Sweden,100,"Spark, SQL, Python, Mathematics, Kubernetes",Master,4,Real Estate,2024-05-08,2024-07-10,2336,9.7,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09456,AI Architect,73276,USD,MI,CT,South Korea,M,South Korea,0,"SQL, PyTorch, Statistics, Deep Learning, Data Visualization",PhD,4,Technology,2024-11-02,2024-11-28,1689,6.9,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09465,Principal Data Scientist,240603,USD,EX,FT,Sweden,L,Sweden,100,"TensorFlow, Mathematics, Linux, PyTorch",PhD,15,Retail,2024-01-21,2024-03-16,743,7.5,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09466,Principal Data Scientist,50884,USD,EN,PT,Finland,L,Japan,50,"GCP, Hadoop, Docker",Associate,0,Energy,2025-03-03,2025-03-18,1668,7.6,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09467,Principal Data Scientist,50723,USD,EN,CT,Sweden,S,Sweden,0,"Scala, Python, NLP",Master,0,Education,2024-02-20,2024-03-12,1063,6.8,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09469,AI Software Engineer,72396,USD,SE,FL,China,M,China,100,"SQL, Azure, R, GCP, Spark",Associate,8,Education,2024-04-08,2024-04-23,1050,9.5,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09470,AI Product Manager,90199,USD,EX,PT,Ireland,S,Ireland,100,"Statistics, TensorFlow, PyTorch",PhD,19,Retail,2024-02-15,2024-04-11,1348,6.9,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09474,AI Product Manager,71000,USD,SE,PT,Ireland,S,Singapore,50,"Kubernetes, Docker, Python",Bachelor,5,Real Estate,2025-01-03,2025-03-03,2491,9.6,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09479,AI Architect,170735,USD,SE,FT,Switzerland,L,Switzerland,100,"Spark, SQL, NLP, Python, Computer Vision",Bachelor,9,Energy,2024-03-27,2024-04-30,1183,6.4,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09493,AI Product Manager,108777,EUR,MI,CT,Netherlands,L,Netherlands,100,"NLP, GCP, Python, Kubernetes, Hadoop",Master,4,Media,2024-12-15,2025-01-21,2463,9.7,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09495,AI Specialist,119968,USD,MI,CT,Norway,M,Norway,100,"Hadoop, Scala, TensorFlow, Data Visualization",Bachelor,4,Manufacturing,2024-05-12,2024-06-11,1324,8.5,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09496,AI Software Engineer,116787,USD,MI,FT,Australia,L,Australia,50,"Deep Learning, Java, Scala, Statistics",Master,2,Transportation,2024-08-28,2024-11-05,2181,7.6,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09497,AI Product Manager,36614,USD,EN,FL,Japan,M,Japan,0,"Hadoop, PyTorch, SQL",Bachelor,0,Government,2024-02-16,2024-04-05,830,5.6,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09499,AI Specialist,130158,USD,EN,FL,Switzerland,L,Japan,0,"Python, Linux, Statistics",Associate,1,Retail,2024-08-21,2024-10-16,614,7.1,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09500,AI Specialist,100251,EUR,SE,PT,France,S,France,100,"R, Spark, Python",Master,7,Retail,2024-10-05,2024-10-28,1449,9.8,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09501,AI Consultant,136928,USD,EX,FT,Ireland,M,Israel,0,"Hadoop, Git, Deep Learning, Statistics, Python",PhD,14,Gaming,2024-04-29,2024-06-24,1157,7.8,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09502,Principal Data Scientist,122742,USD,EX,CT,Sweden,S,Sweden,0,"Java, Linux, MLOps",PhD,13,Finance,2024-03-26,2024-05-20,2298,6.8,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09503,AI Product Manager,71737,USD,EN,CT,United States,S,United States,50,"Mathematics, R, Hadoop",Associate,1,Manufacturing,2025-04-22,2025-05-15,1041,7.9,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09504,Principal Data Scientist,228268,USD,EX,FT,Singapore,S,Singapore,50,"Git, Hadoop, Mathematics",PhD,14,Healthcare,2024-11-05,2024-11-26,1550,9.6,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09507,AI Specialist,122532,USD,SE,PT,Sweden,M,Sweden,50,"Statistics, Git, Tableau, TensorFlow",Bachelor,8,Real Estate,2024-09-27,2024-10-14,1307,8.0,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09508,Principal Data Scientist,192746,USD,EX,CT,Singapore,M,Singapore,100,"Mathematics, Hadoop, Deep Learning, Computer Vision",Associate,13,Education,2025-01-30,2025-04-11,2386,8.9,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09509,AI Specialist,135276,USD,EX,FT,Israel,S,Israel,100,"MLOps, Deep Learning, Spark, NLP, R",PhD,16,Telecommunications,2024-10-21,2024-11-05,2043,9.6,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09513,Principal Data Scientist,74053,USD,EN,FT,Australia,M,China,0,"Spark, Statistics, Scala",Master,0,Gaming,2024-02-17,2024-04-19,1637,8.9,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09516,AI Consultant,53359,USD,MI,FT,China,S,United States,50,"Spark, Git, TensorFlow",Master,3,Retail,2024-07-29,2024-08-17,1247,7.4,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09517,AI Software Engineer,65534,USD,EN,FL,China,L,China,50,"Data Visualization, Mathematics, Java, Computer Vision",PhD,0,Transportation,2025-04-16,2025-06-02,1965,9.6,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09521,AI Product Manager,227298,EUR,EX,CT,France,L,France,50,"Deep Learning, Computer Vision, NLP, Git",Master,17,Media,2024-12-08,2025-01-19,2308,8.9,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09523,AI Specialist,72801,USD,MI,CT,Austria,L,Austria,100,"PyTorch, Python, Git, Java, AWS",Bachelor,3,Retail,2024-07-23,2024-08-23,1813,7.9,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09536,AI Consultant,172293,USD,SE,FL,Sweden,L,Sweden,100,"PyTorch, Kubernetes, Docker",Master,7,Automotive,2024-08-22,2024-09-12,1735,5.6,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09542,AI Architect,98760,USD,MI,FT,Sweden,L,Japan,50,"Git, SQL, Linux, Scala, Statistics",Associate,4,Manufacturing,2024-07-04,2024-08-25,1192,5.2,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09546,AI Consultant,48044,USD,EN,FL,Israel,S,Israel,100,"SQL, Statistics, Spark, Mathematics",Master,1,Telecommunications,2024-06-16,2024-08-12,681,8.7,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09549,AI Consultant,113790,USD,MI,FT,United States,L,United States,0,"Kubernetes, Data Visualization, Deep Learning, PyTorch",Associate,2,Real Estate,2024-03-12,2024-04-26,653,7.8,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09553,AI Specialist,176037,GBP,SE,FL,United Kingdom,L,United Kingdom,100,"Java, R, Azure, SQL, MLOps",Associate,8,Government,2024-09-25,2024-11-01,2355,6.9,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09554,Principal Data Scientist,40439,USD,EN,FT,Finland,S,Finland,50,"Docker, Java, R, Deep Learning",Master,0,Healthcare,2024-04-15,2024-06-20,1437,8.3,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09557,Principal Data Scientist,72880,USD,EN,FL,Switzerland,M,Austria,0,"R, TensorFlow, Python, Computer Vision",Associate,1,Consulting,2024-11-08,2024-12-11,866,8.5,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09565,AI Software Engineer,105810,USD,EX,PT,Ireland,S,Ireland,50,"MLOps, Python, AWS, Docker",Associate,10,Media,2025-01-17,2025-02-18,1002,6.2,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09568,AI Product Manager,149167,USD,EX,CT,China,L,Austria,0,"R, TensorFlow, Statistics",PhD,18,Finance,2024-12-08,2025-01-03,1853,6.8,Future Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI09570,Principal Data Scientist,89303,USD,SE,FL,Austria,M,Austria,100,"R, SQL, Deep Learning, Kubernetes, Tableau",Bachelor,8,Media,2025-02-15,2025-04-08,1788,9.2,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09572,AI Specialist,55632,EUR,EN,CT,Netherlands,S,Singapore,50,"Data Visualization, Git, Hadoop, Mathematics, Deep Learning",Master,0,Transportation,2024-11-29,2025-02-06,2169,7.2,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI09576,AI Software Engineer,90597,EUR,MI,FL,Netherlands,S,Netherlands,50,"SQL, PyTorch, GCP",Bachelor,3,Finance,2024-07-25,2024-08-16,941,6.4,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
